star_id,planet_id,disposition,orbital_period,transit_duration,transit_depth,planet_radius,equilibrium_temp,insolation_flux,snr,stellar_teff,stellar_logg,stellar_radius,ra,dec,stellar_mag
6522824,K04882.01,FALSE POSITIVE,17.4453133,5.14,327.7,5.38,1066.0,305.55,12.2,4927.0,3.417,3.04,291.95251,41.959911,15.807
8094120,K04881.02,FALSE POSITIVE,0.706423768,1.0597,46.1,1.16,2845.0,15425.08,15.9,6514.0,4.09,1.585,290.55087,43.994362,12.892
8094120,K04881.01,CANDIDATE,5.6795377,3.757,52.0,1.16,1420.0,961.1,12.5,6514.0,4.09,1.585,290.55087,43.994362,12.892
8747009,K04880.01,FALSE POSITIVE,410.11676,13.97,216.9,1.41,242.0,0.81,11.2,5587.0,4.372,0.965,289.23987,44.99358,13.736
9850966,K04879.01,FALSE POSITIVE,8.480305,6.19,304.2,1.33,661.0,45.21,11.5,4895.0,4.631,0.696,298.75122,46.636261,15.866
11804437,K04878.01,CANDIDATE,449.01499,12.58,94.2,1.04,258.0,1.04,8.5,6031.0,4.368,1.068,286.22812,50.01358,12.291
9581589,K04877.01,CANDIDATE,5.19206571,3.716,66.6,0.99,1170.0,442.55,10.5,6322.0,4.426,1.075,288.97183,46.265202,14.423
8940700,K04876.01,FALSE POSITIVE,190.60563,14.33,153.6,1.6,386.0,5.25,11.6,6200.0,4.214,1.287,286.66867,45.208302,13.431
2986833,K04875.01,CANDIDATE,0.912179022,1.332,144.6,0.65,1025.0,260.05,10.3,3880.0,4.722,0.555,290.78214,38.18779,15.783
7117549,K04874.01,FALSE POSITIVE,0.566805268,3.721,35.7,0.65,2492.0,9052.02,12.5,6403.0,4.418,1.086,291.72806,42.680408,15.061
1430305,K04873.01,FALSE POSITIVE,359.3259,9.836,246.2,3.6,410.0,6.69,13.5,6570.0,3.902,2.27,290.9288,37.085251,13.274
11496490,K04872.01,FALSE POSITIVE,1.035268597,0.5663,112.2,1.34,2136.0,4922.79,15.1,6332.0,4.311,1.205,285.66937,49.439911,13.866
6767227,K04871.02,CANDIDATE,5.522479,2.666,33.1,0.76,1288.0,650.66,8.6,6532.0,4.271,1.247,288.52902,42.27626,13.05
6767227,K04871.01,CANDIDATE,4.08197713,2.943,26.2,0.6,1372.0,836.88,9.3,6538.0,4.339,1.156,288.52902,42.27626,13.05
4665991,K04870.01,FALSE POSITIVE,1.12401084,3.052,43.6,0.61,1719.0,2058.79,10.0,5941.0,4.519,0.911,294.76459,39.762718,14.665
8056651,K04869.01,FALSE POSITIVE,5.5834987,2.484,87.4,1.41,1317.0,711.41,11.8,6517.0,4.241,1.375,299.81876,43.825741,13.663
6720773,K04868.01,FALSE POSITIVE,1.318347743,0.871,113.2,1.23,1861.0,2827.4,10.6,6143.0,4.351,1.121,298.80429,42.164162,14.942
9509223,K04867.01,FALSE POSITIVE,14.2005007,5.232,80.6,13.28,843.0,119.41,10.6,6332.0,4.406,1.065,282.67715,46.152851,13.594
7117355,K04866.01,FALSE POSITIVE,0.566798364,3.172,38.6,0.66,2272.0,6280.34,14.1,5864.0,4.411,1.04,291.65839,42.632439,14.895
5814013,K04865.01,FALSE POSITIVE,1.57017249,2.257,158.4,0.82,1232.0,543.06,10.2,5300.0,4.66,0.66,297.70941,41.028149,15.981
7345248,K04864.01,CANDIDATE,5.66494448,4.173,46.0,0.78,1134.0,390.59,11.4,5888.0,4.269,1.13,285.45886,42.931049,13.221
5471566,K04863.01,FALSE POSITIVE,0.9628348,2.259,92.8,0.81,1648.0,1734.83,7.6,5559.0,4.554,0.838,297.68759,40.670361,15.466
11973517,K04862.01,CANDIDATE,0.903763067,0.562,267.5,1.08,1254.0,585.15,12.6,4430.0,4.616,0.651,296.59799,50.356651,15.697
6425597,K04861.01,CANDIDATE,29.1206519,2.89,415.5,1.6,528.0,18.43,9.7,5671.0,4.582,0.788,285.09976,41.874378,15.536
3343281,K04860.01,FALSE POSITIVE,21.8660922,2.03,301.6,1.88,730.0,67.15,9.2,6309.0,4.402,1.077,291.73026,38.411461,15.019
7094944,K04859.01,CANDIDATE,7.5019743,2.582,248.0,1.19,709.0,59.73,9.1,4807.0,4.546,0.758,283.06223,42.629002,15.562
9582496,K04858.01,FALSE POSITIVE,224.447413,4.986,651.0,2.05,260.0,1.08,7.9,5489.0,4.574,0.798,289.4585,46.276379,15.618
2860656,K04857.01,CANDIDATE,4.11497357,3.025,154.1,1.17,1137.0,395.27,9.7,6011.0,4.507,0.927,293.17578,38.042019,15.392
9782748,K04856.01,CANDIDATE,147.388124,8.781,909.2,3.03,356.0,3.78,15.8,6046.0,4.478,1.007,296.52145,46.540539,15.817
9827596,K04855.01,FALSE POSITIVE,1.45728997,3.582,71.3,0.93,1665.0,1818.19,15.5,6063.0,4.476,1.012,290.36142,46.661331,14.561
8360041,K04854.01,CANDIDATE,2.63527677,1.997,70.4,0.76,1136.0,394.32,10.7,5215.0,4.496,0.864,289.80804,44.362518,14.342
3758922,K04853.01,CANDIDATE,17.7412303,4.816,144.7,1.14,684.0,51.69,9.2,5817.0,4.491,0.956,294.47876,38.883659,14.641
11072016,K04852.01,CANDIDATE,1.89873195,1.382,78.0,0.93,1524.0,1279.95,10.2,5942.0,4.439,1.05,284.94226,48.666512,14.457
4851239,K04851.01,FALSE POSITIVE,1.23512429,4.22,15.2,0.38,1642.0,1722.78,15.7,5798.0,4.507,0.941,295.84006,39.931221,11.438
6786224,K04850.01,CANDIDATE,3.04185157,1.434,69.0,0.71,1184.0,465.54,11.1,5802.0,4.537,0.857,294.33328,42.26413,14.147
2976017,K04849.01,CANDIDATE,3.19938075,1.761,76.1,0.62,1026.0,262.08,9.8,5483.0,4.632,0.702,287.81729,38.194809,14.261
9005321,K04848.01,CANDIDATE,384.6961,6.167,787.0,1.78,157.0,0.14,8.2,4228.0,4.64,0.623,284.76764,45.341228,15.677
4544684,K04847.01,FALSE POSITIVE,2.1890751,2.365,94.8,0.87,1399.0,906.2,12.6,6077.0,4.526,0.891,285.92587,39.669209,14.92
8320630,K04846.02,CANDIDATE,32.526674,6.842,204.9,1.26,525.0,17.91,9.7,5668.0,4.545,0.868,298.28214,44.27206,15.23
8320630,K04846.01,CANDIDATE,19.254536,4.754,186.0,1.32,625.0,36.02,9.2,5668.0,4.545,0.868,298.28214,44.27206,15.23
11456405,K04845.01,FALSE POSITIVE,0.814278961,2.087,72.0,0.76,1762.0,2284.94,13.0,5537.0,4.539,0.886,292.50577,49.331959,15.367
3098605,K04844.01,CANDIDATE,0.428046051,0.776,126.0,0.87,2017.0,3877.26,14.1,5285.0,4.566,0.775,286.14777,38.241798,15.247
10187563,K04843.01,FALSE POSITIVE,373.60683,8.752,534.8,2.5,271.0,1.28,9.3,6184.0,4.448,1.038,281.86789,47.256649,15.256
12506417,K04842.01,FALSE POSITIVE,283.72675,15.49,84.6,1.18,341.0,3.2,9.3,6496.0,4.301,1.257,289.08319,51.47406,12.768
5480884,K04841.01,FALSE POSITIVE,0.708726708,0.753,313.6,0.92,1302.0,684.35,13.4,4607.0,4.733,0.515,299.54672,40.681911,15.986
6665860,K04840.01,CANDIDATE,10.4716194,4.512,123.9,1.74,1035.0,271.12,11.7,5812.0,4.083,1.574,282.09314,42.160271,14.486
9110610,K04839.01,CANDIDATE,21.8420304,3.843,79.5,2.01,1016.0,251.46,9.5,6194.0,3.813,2.241,298.40958,45.461639,13.547
8216763,K04838.03,CANDIDATE,24.0721647,3.171,177.3,1.1,400.0,6.08,6.7,4352.0,4.671,0.613,284.26859,44.19754,15.073
8216763,K04838.02,CANDIDATE,6.33342309,3.46,123.3,7.62,625.0,36.11,7.5,4352.0,4.671,0.613,284.26859,44.19754,15.073
8216763,K04838.01,CANDIDATE,13.2965044,5.68,133.4,0.88,488.0,13.42,9.1,4352.0,4.671,0.613,284.26859,44.19754,15.073
5645170,K04837.01,CANDIDATE,5.38613715,1.943,169.3,0.86,846.0,121.37,8.9,5516.0,4.669,0.656,298.12167,40.81358,15.347
4175105,K04836.01,FALSE POSITIVE,0.60818508,0.909,144.7,96.03,2298.0,6637.9,18.9,5981.0,4.372,1.043,295.58548,39.299259,14.538
10034146,K04835.01,FALSE POSITIVE,0.93198504,2.0472,326.6,17.72,1647.0,1734.47,44.5,5470.0,4.509,0.777,299.52527,46.917549,14.477
8233326,K04834.01,CANDIDATE,3.74099144,5.428,34.3,1.85,1733.0,2129.07,12.3,5110.0,3.611,3.231,291.79465,44.193531,13.096
10584140,K04833.01,CANDIDATE,4.31724247,4.126,59.0,1.01,1332.0,743.6,11.3,5992.0,4.195,1.31,284.31693,47.887112,13.6
10356124,K04832.01,FALSE POSITIVE,12.3748247,90.01,390.9,81.01,1253.0,583.24,85.7,5165.0,3.491,3.598,297.63947,47.445869,13.455
6680911,K04831.01,FALSE POSITIVE,207.471349,7.469,229.2,1.57,316.0,2.37,8.0,5731.0,4.359,1.033,288.52698,42.178909,13.749
8308070,K04830.01,FALSE POSITIVE,401.5907,14.77,115.0,1.01,256.0,1.02,11.9,6170.0,4.482,0.939,294.81012,44.25597,13.376
12401132,K04829.02,FALSE POSITIVE,12.083457,3.536,312.5,2.09,932.0,178.53,8.6,6422.0,4.364,1.175,287.70197,51.229729,14.12
12401132,K04829.01,CANDIDATE,7.630545,3.63,364.9,2.26,1087.0,330.02,11.3,6407.0,4.358,1.179,287.70197,51.229729,14.12
10556180,K04828.01,FALSE POSITIVE,1.02104719,6.39,246.1,13.68,2129.0,4852.49,18.5,6444.0,4.376,1.2,298.98892,47.761429,15.367
5651846,K04827.01,CANDIDATE,31.1920226,2.849,447.8,1.65,521.0,17.43,11.6,5675.0,4.554,0.777,299.46869,40.82999,15.401
10549902,K04826.01,CANDIDATE,1.141148847,1.629,73.1,1.67,2248.0,6008.73,12.7,5438.0,3.916,1.989,297.21347,47.775429,14.58
4764774,K04825.01,FALSE POSITIVE,1.29019586,3.741,86.5,0.78,1530.0,1293.44,11.1,5693.0,4.558,0.842,296.28137,39.874969,15.274
7052511,K04824.01,FALSE POSITIVE,0.821472455,2.433,127.1,0.92,1559.0,1395.92,11.3,4889.0,4.503,0.836,296.82028,42.514198,15.758
11401253,K04823.01,CANDIDATE,4.96504981,2.212,50.7,1.51,1403.0,917.99,8.7,5339.0,3.823,2.011,290.99005,49.233131,12.739
9702945,K04822.01,CANDIDATE,3.51413723,3.919,32.7,0.69,1267.0,609.04,11.2,6201.0,4.472,0.989,288.50702,46.406712,13.474
9086001,K04821.01,FALSE POSITIVE,256.52387,9.07,126.1,1.33,338.0,3.1,7.5,6348.0,4.323,1.18,290.77032,45.498051,13.585
9969287,K04820.01,CANDIDATE,14.7401061,5.637,238.0,1.48,750.0,74.65,10.3,5999.0,4.494,0.959,298.38007,46.8894,15.479
5024138,K04819.01,FALSE POSITIVE,0.416995408,0.8928,112.6,0.84,2433.0,8299.79,19.9,6150.0,4.498,0.781,295.27487,40.19508,14.964
9459162,K04818.01,CANDIDATE,3.79892774,4.112,47.0,1.46,1869.0,2888.6,8.3,6831.0,3.971,2.106,289.3483,46.05468,13.008
5980061,K04817.01,FALSE POSITIVE,0.630539713,1.7407,239.6,21.07,1936.0,3333.18,27.7,5458.0,4.482,0.894,297.04388,41.284012,15.476
10753922,K04816.01,FALSE POSITIVE,18.2260472,3.664,361.1,1.85,648.0,41.67,10.0,5440.0,4.444,0.98,299.13177,48.06171,15.418
7287677,K04815.01,CANDIDATE,18.3721835,3.738,152.5,1.12,657.0,43.96,9.5,5937.0,4.558,0.83,293.54733,42.828442,14.965
9777556,K04814.01,FALSE POSITIVE,1.33254897,3.083,591.7,32.84,4664.0,111977.04,16.2,4894.0,2.445,13.777,294.64285,46.549412,16.072
4840672,K04813.01,CANDIDATE,9.2294726,2.446,199.3,0.82,601.0,30.83,7.5,4781.0,4.679,0.596,293.24039,39.949444,13.78
8043721,K04812.01,FALSE POSITIVE,0.77957913,2.457,70.4,0.71,1819.0,2585.39,11.1,5699.0,4.553,0.853,296.66177,43.811432,15.703
8811490,K04811.01,CANDIDATE,21.7434141,8.143,154.8,2.23,799.0,96.15,15.8,5767.0,4.082,1.497,288.85754,45.097691,13.816
4270799,K04810.01,CANDIDATE,115.238544,7.653,516.7,3.17,372.0,4.52,10.6,5589.0,4.384,1.037,293.65369,39.31641,15.259
4548162,K04809.01,FALSE POSITIVE,10.0102876,5.33,127.1,0.69,522.0,17.56,7.0,4214.0,4.65,0.601,287.43542,39.692989,15.761
9419020,K04808.01,CANDIDATE,2.40174996,1.413,254.4,0.65,621.0,35.1,13.2,3606.0,4.855,0.399,297.2905,45.955029,15.737
9822284,K04807.01,FALSE POSITIVE,0.969824139,0.783,23.1,0.49,1839.0,2709.67,6.8,5780.0,4.438,1.0,287.55508,46.68224,11.563
4647662,K04806.01,FALSE POSITIVE,1.06484622,3.287,42.4,0.72,2034.0,4059.63,12.5,6445.0,4.417,1.087,289.64139,39.788029,14.772
8960918,K04805.01,FALSE POSITIVE,1.19087362,1.785,67.5,0.73,1489.0,1165.78,8.0,5158.0,4.464,0.888,294.59283,45.28772,15.28
10676750,K04804.01,CANDIDATE,21.08678557,0.978,499.6,2.08,651.0,42.44,11.0,6084.0,4.542,0.863,296.09842,47.992699,15.185
4473613,K04803.01,CONFIRMED,4.36125889,2.174,189.2,1.2,1000.0,236.01,10.7,5520.0,4.544,0.873,294.0827,39.556099,14.951
3445812,K04802.01,FALSE POSITIVE,0.605556082,1.2399,101.7,0.86,2120.0,4796.94,15.3,6123.0,4.556,0.846,291.9837,38.595409,14.99
10810859,K04801.01,CANDIDATE,82.401274,6.48,430.7,2.21,421.0,7.42,10.1,5886.0,4.472,1.0,296.82895,48.173279,15.202
3526331,K04800.01,FALSE POSITIVE,2.23755641,2.089,101.1,0.93,1397.0,897.8,7.3,6026.0,4.505,0.924,285.31628,38.686619,15.578
8278073,K04799.01,CANDIDATE,12.0729757,3.783,99.5,1.69,969.0,208.13,9.7,5436.0,3.993,1.707,281.55267,44.228531,14.216
10139390,K04798.01,FALSE POSITIVE,358.56462,11.64,170.2,0.99,219.0,0.55,9.6,5375.0,4.531,0.752,291.17566,47.10561,13.542
7771181,K04797.01,CANDIDATE,9.97202023,1.425,329.7,1.26,627.0,36.53,8.6,4810.0,4.584,0.696,297.34842,43.421219,15.693
11038580,K04796.01,FALSE POSITIVE,419.4596,13.53,131.8,2.1,303.0,2.0,8.4,5248.0,3.886,1.869,295.77237,48.53656,13.846
9007609,K04795.01,FALSE POSITIVE,1.316398648,1.169,182.5,1.09,1374.0,842.93,13.1,5088.0,4.508,0.806,285.88486,45.380138,15.797
6358937,K04794.01,CANDIDATE,24.5041103,6.065,119.5,1.03,574.0,25.59,11.3,5250.0,4.404,0.962,290.09427,41.742779,14.375
6220312,K04793.01,CANDIDATE,5.2736268,5.291,86.1,0.89,1014.0,249.68,8.7,5851.0,4.515,0.918,296.12253,41.561138,15.374
11618569,K04792.01,CANDIDATE,5.75902182,2.687,70.8,0.91,1112.0,362.12,9.9,6247.0,4.433,1.066,295.57159,49.607479,14.199
11294883,K04791.01,FALSE POSITIVE,427.65334,11.17,157.1,1.97,284.0,1.53,7.2,5325.0,4.004,1.565,290.73477,49.086639,13.776
8328916,K04790.01,CANDIDATE,6.07855,3.408,102.7,1.14,1115.0,365.15,10.4,6119.0,4.346,1.114,300.58502,44.2131,14.458
5119619,K04789.01,FALSE POSITIVE,1.11205787,1.459,118.7,1.02,1799.0,2484.64,16.1,6098.0,4.488,0.932,296.78345,40.229111,14.935
9396760,K04788.01,FALSE POSITIVE,2.17811908,1.468,74.0,0.8,1412.0,938.51,9.8,6039.0,4.505,0.921,288.43149,45.918869,14.555
4545926,K04787.01,FALSE POSITIVE,2.4826619,2.115,37.0,0.8,1619.0,1627.36,10.0,6356.0,4.292,1.225,286.46796,39.652321,13.505
9145415,K04786.01,FALSE POSITIVE,365.78863,12.76,885.0,2.21,215.0,0.5,10.5,5407.0,4.585,0.752,287.58789,45.598492,15.964
6438379,K04785.01,FALSE POSITIVE,389.14115,7.93,347.4,1.67,250.0,0.92,10.1,6043.0,4.505,0.894,290.30505,41.838459,14.534
8940918,K04784.01,FALSE POSITIVE,1.405887031,1.184,216.0,0.95,1086.0,329.99,13.8,4440.0,4.618,0.653,286.7695,45.234131,15.643
4645833,K04783.01,FALSE POSITIVE,0.743495989,2.255,172.8,11.82,1617.0,1612.65,26.0,5345.0,4.639,0.686,289.07837,39.70882,15.222
8973285,K04782.02,CANDIDATE,4.29251656,4.254,249.5,3.66,1144.0,403.88,11.0,6032.0,4.485,0.973,297.9487,45.255039,15.85
8973285,K04782.01,CANDIDATE,7.4213444,2.361,315.9,1.73,953.0,195.23,8.7,6032.0,4.485,0.973,297.9487,45.255039,15.85
5951416,K04781.02,FALSE POSITIVE,524.14139,11.603,403.7,1.88,237.0,0.74,9.2,6225.0,4.481,0.931,288.97574,41.279121,14.892
5951416,K04781.01,FALSE POSITIVE,367.73299,10.158,503.9,2.1,266.0,1.19,11.2,6225.0,4.481,0.931,288.97574,41.279121,14.892
3849187,K04780.01,CANDIDATE,6.60180003,2.624,213.4,1.25,875.0,138.25,8.1,5591.0,4.559,0.86,291.13574,38.90543,15.414
9094763,K04779.01,FALSE POSITIVE,1.08469871,4.077,124.0,1.11,1757.0,2247.25,16.9,5942.0,4.506,0.938,293.98932,45.48415,15.824
5651829,K04778.01,FALSE POSITIVE,0.772152075,1.78,43.6,4.44,2966.0,18277.6,13.6,5951.0,3.787,2.08,299.46524,40.89109,13.308
6592335,K04777.02,FALSE POSITIVE,48.5023669,1.053,740.0,906.03,192.0,0.32,5.5,3396.0,4.991,0.28,287.26215,42.03231,15.896
6592335,K04777.01,CONFIRMED,0.824000125,0.855,183.1,0.42,746.0,73.09,12.3,3396.0,4.991,0.28,287.26215,42.03231,15.896
8054719,K04776.01,CANDIDATE,7.5861587,4.32,116.8,1.07,928.0,175.29,10.8,5934.0,4.444,0.871,299.34955,43.8503,14.84
8626325,K04775.01,CANDIDATE,16.4491515,6.696,70.9,2.75,1036.0,272.9,11.0,5334.0,3.712,2.789,292.40323,44.782009,12.999
4277304,K04774.01,CANDIDATE,51.567801,5.514,210.1,1.3,433.0,8.3,13.5,5285.0,4.467,0.876,295.12238,39.391033,13.882
7906892,K04773.02,CANDIDATE,11.1438086,7.905,41.7,0.75,906.0,159.1,10.9,6095.0,4.349,1.11,296.8432,43.697441,13.556
7906892,K04773.01,CANDIDATE,8.8493948,6.928,43.8,0.82,978.0,216.18,12.1,6095.0,4.349,1.11,296.8432,43.697441,13.556
8397947,K04772.03,FALSE POSITIVE,39.0930875,5.687,476.3,2.99,602.0,31.11,10.1,6072.0,4.343,1.193,301.57855,44.31218,15.514
8397947,K04772.02,CONFIRMED,9.0194714,5.92,191.6,1.07,789.0,91.74,7.2,5775.0,4.59,0.768,301.57855,44.31218,15.514
8397947,K04772.01,CANDIDATE,3.38080537,3.275,200.9,1.69,1362.0,814.73,11.6,6072.0,4.343,1.193,301.57855,44.31218,15.514
11658036,K04771.01,CANDIDATE,142.703888,5.808,225.5,1.95,440.0,8.88,11.0,6701.0,4.326,1.289,289.68073,49.745831,13.964
8958359,K04770.01,FALSE POSITIVE,245.059374,9.549,165.0,1.63,356.0,3.81,15.1,6036.0,4.127,1.265,293.81812,45.20153,12.854
6116035,K04769.01,FALSE POSITIVE,449.57274,9.328,221.4,3.08,333.0,2.89,14.1,5691.0,3.842,2.079,289.43906,41.492977,13.679
10221505,K04768.01,CANDIDATE,3.43633133,0.675,473.5,1.44,945.0,188.22,14.5,5201.0,4.616,0.651,296.78934,47.234531,15.71
5802292,K04767.01,FALSE POSITIVE,1.208528832,1.336,180.8,1.25,1725.0,2084.15,10.6,6072.0,4.51,0.923,295.10959,41.07579,15.912
4919550,K04766.02,FALSE POSITIVE,2.45261841,1.9,85.5,0.69,1108.0,355.92,8.8,5216.0,4.564,0.751,290.46756,40.056438,15.223
4919550,K04766.01,CANDIDATE,5.56676609,1.812,173.8,1.12,859.0,128.51,12.0,5032.0,4.479,0.859,290.46756,40.056438,15.223
10615440,K04765.01,CONFIRMED,10.8118317,2.627,76.8,1.24,922.0,170.74,9.5,6025.0,4.331,1.196,297.32889,47.815472,13.385
6043562,K04764.01,CANDIDATE,31.4202111,4.021,390.5,1.45,471.0,11.6,10.6,5269.0,4.603,0.748,292.18646,41.328041,15.809
8349399,K04763.01,CANDIDATE,56.446465,7.371,147.9,1.57,522.0,17.5,12.4,5995.0,4.337,1.117,284.38248,44.308231,14.046
7098255,K04762.01,CANDIDATE,11.56722589,2.507,373.7,1.29,568.0,24.64,11.5,4597.0,4.59,0.691,284.61008,42.687431,15.674
3859151,K04761.01,FALSE POSITIVE,25.95633,26.34,158.2,9.75,618.0,34.42,11.9,6139.0,4.53,0.881,293.76151,38.99921,14.876
9474232,K04760.01,FALSE POSITIVE,13.6917833,4.198,145.4,1.12,770.0,83.37,14.2,5906.0,4.433,0.931,295.37604,46.047588,14.565
7949593,K04759.01,CANDIDATE,17.7662938,3.079,181.1,1.54,670.0,47.74,10.1,5724.0,4.495,0.946,287.77301,43.73391,14.971
8938937,K04758.01,FALSE POSITIVE,37.1083458,4.112,366.5,1.71,492.0,13.84,7.9,5591.0,4.559,0.86,285.80185,45.216831,15.948
7435780,K04757.01,FALSE POSITIVE,0.933157032,2.614,87.8,7.29,2202.0,5565.35,15.2,6499.0,4.378,1.169,288.97589,43.099178,15.013
5695615,K04756.01,CANDIDATE,5.4169303,7.512,109.5,8.17,1173.0,447.24,11.3,6355.0,4.41,1.108,288.61057,40.92474,15.411
10118266,K04755.01,CANDIDATE,3.74318005,1.111,237.5,1.75,999.0,235.28,10.5,5207.0,4.516,0.851,280.66519,47.114059,14.924
10291589,K04754.01,CANDIDATE,7.08757462,3.342,187.0,1.28,955.0,197.02,11.0,6060.0,4.509,0.925,297.90527,47.33683,15.274
4544628,K04753.01,FALSE POSITIVE,0.729724346,2.699,23.0,0.51,2151.0,5081.58,14.3,6084.0,4.426,1.03,285.90179,39.654411,12.546
7887890,K04752.01,FALSE POSITIVE,370.35639,12.75,732.2,2.82,268.0,1.21,13.0,6117.0,4.457,1.025,290.74271,43.604431,15.189
9953575,K04751.01,FALSE POSITIVE,362.69427,9.7,439.9,3.54,315.0,2.32,11.0,5288.0,3.898,1.719,292.78592,46.808411,14.73
5308296,K04750.01,CANDIDATE,36.721576,7.758,538.2,1.93,498.0,14.51,10.2,5662.0,4.56,0.84,299.49188,40.472481,15.919
6520519,K04749.01,CANDIDATE,1.97650073,1.788,112.5,0.97,1394.0,892.9,10.4,5792.0,4.514,0.923,291.21164,41.9856,15.608
11513486,K04748.01,CONFIRMED,6.64754478,1.961,289.3,1.72,999.0,235.89,12.4,6046.0,4.478,1.007,294.78433,49.4921,15.724
8047428,K04747.01,CONFIRMED,92.263742,8.605,296.9,2.22,469.0,11.42,12.2,6084.0,4.287,1.283,297.5885,43.841221,15.015
2711597,K04746.01,FALSE POSITIVE,0.98041685,0.919,105.7,0.75,1388.0,880.5,8.8,4861.0,4.572,0.722,291.12454,37.986511,14.484
11757451,K04745.01,CONFIRMED,177.668663,9.298,901.4,2.32,233.0,0.7,12.7,4721.0,4.615,0.701,288.61053,49.968632,15.891
5709906,K04744.01,FALSE POSITIVE,3.39155966,3.87,28.4,0.49,1183.0,462.47,8.2,5896.0,4.516,0.914,293.17435,40.950809,13.773
6468904,K04743.01,FALSE POSITIVE,49.5387264,2.238,740.6,20.52,436.0,8.52,10.3,5683.0,4.605,0.747,298.68402,41.83149,14.94
4138008,K04742.01,CONFIRMED,112.303136,5.869,502.1,1.3,241.0,0.79,13.1,4401.0,4.677,0.595,285.36658,39.280079,14.976
8129005,K04741.01,FALSE POSITIVE,7.1403113,5.891,112.1,1.18,1036.0,272.78,11.8,6354.0,4.454,1.016,300.78387,43.962059,14.738
9893278,K04740.01,FALSE POSITIVE,182.281992,8.828,509.3,1.67,280.0,1.46,8.7,5503.0,4.536,0.742,292.85391,46.77375,15.405
6421137,K04739.01,FALSE POSITIVE,118.4039,5.593,426.0,3.46,517.0,16.83,4.4,6486.0,4.091,1.64,282.87473,41.836727,11.426
6681546,K04738.01,FALSE POSITIVE,186.72243,13.35,326.4,1.84,329.0,2.77,11.5,6040.0,4.469,0.999,288.74893,42.191738,15.085
7266212,K04737.01,CANDIDATE,7.79534033,3.406,102.1,1.07,985.0,222.52,10.2,6156.0,4.443,1.05,286.21729,42.86092,14.726
5282477,K04736.01,FALSE POSITIVE,0.992798625,3.5065,582.5,29.26,1967.0,3519.47,79.1,6055.0,4.407,1.098,293.94794,40.455818,15.04
11338056,K04735.01,CANDIDATE,2.87998334,1.658,116.5,0.85,1024.0,260.79,9.9,4951.0,4.523,0.806,284.76093,49.141979,14.712
5783938,K04734.01,FALSE POSITIVE,383.10017,8.8,579.4,2.18,248.0,0.9,10.0,6011.0,4.522,0.902,289.61075,41.019489,15.339
9021075,K04733.01,CONFIRMED,7.28116667,2.716,333.8,1.4,744.0,72.16,11.5,5008.0,4.572,0.788,291.50812,45.370159,15.993
7870282,K04732.01,FALSE POSITIVE,0.580725004,2.071,105.2,0.85,1939.0,3355.68,18.0,5471.0,4.53,0.841,282.17203,43.69651,15.236
9083470,K04731.01,FALSE POSITIVE,0.91842238,5.664,162.9,16.07,1525.0,1280.4,12.9,5288.0,4.613,0.74,289.72168,45.439758,15.899
8752940,K04730.01,CANDIDATE,9.07829171,0.783,530.9,3.69,984.0,221.32,7.0,5086.0,4.002,1.611,291.58875,44.907509,14.383
11913072,K04729.01,FALSE POSITIVE,3.74779583,3.157,88.5,1.06,1324.0,725.94,14.4,6341.0,4.409,1.111,291.06143,50.22694,14.416
6137779,K04728.01,FALSE POSITIVE,21.5324915,4.156,100.5,1.47,876.0,139.32,12.1,6737.0,4.228,1.41,295.85782,41.415691,13.41
8377197,K04727.01,FALSE POSITIVE,1.215181097,1.295,39.7,0.87,2230.0,5844.41,11.8,6717.0,4.268,1.365,295.85498,44.301601,13.516
5956354,K04726.01,FALSE POSITIVE,8.0386699,3.549,142.0,1.18,926.0,173.92,11.6,6018.0,4.485,0.975,290.51785,41.238762,14.999
7778621,K04725.01,CONFIRMED,7.28171395,1.723,111.6,2.59,1086.0,329.68,14.4,4970.0,3.924,1.806,299.13779,43.498638,13.367
8395860,K04724.01,FALSE POSITIVE,20.8822079,4.556,1107.0,3.63,661.0,45.17,11.0,5780.0,4.438,1.0,300.9288,44.356293,14.945
9711297,K04723.01,FALSE POSITIVE,373.74856,28.18,797.8,4.45,287.0,1.59,12.6,6343.0,4.411,1.137,292.26291,46.430641,15.642
6593734,K04722.01,FALSE POSITIVE,0.58675746,1.508,143.8,19.91,2157.0,5080.59,18.4,5942.0,4.506,0.938,287.82877,42.061642,15.509
9386171,K04721.01,FALSE POSITIVE,381.18654,9.73,985.0,2.29,193.0,0.33,9.0,4977.0,4.607,0.734,282.24762,45.930779,15.845
3109937,K04720.01,FALSE POSITIVE,37.809539,7.547,487.4,1.79,483.0,12.89,9.7,5595.0,4.57,0.82,289.77826,38.262741,15.752
7523542,K04719.01,FALSE POSITIVE,365.13981,4.46,531.0,1.86,228.0,0.64,7.9,5610.0,4.564,0.815,290.51251,43.10128,14.934
7282042,K04718.01,FALSE POSITIVE,0.566803216,3.325,20.2,0.54,2642.0,11526.75,15.5,6473.0,4.33,1.182,291.78796,42.834099,13.449
4902202,K04717.01,CANDIDATE,216.456055,11.067,1002.8,3.61,320.0,2.48,14.2,5645.0,4.299,1.155,283.69351,40.018021,15.58
11290515,K04716.02,CANDIDATE,12.26708306,2.7,,,,,,,,,288.34488,49.021938,12.322
