star_id,planet_id,disposition,orbital_period,transit_duration,transit_depth,planet_radius,equilibrium_temp,insolation_flux,snr,stellar_teff,stellar_logg,stellar_radius,ra,dec,stellar_mag
10848097,K07380.01,CANDIDATE,15.9474242,1.127,191.7,1.21,670.0,47.65,6.5,5472.0,4.44,0.877,285.35583,48.221489,14.801
10847907,K07379.01,FALSE POSITIVE,0.535493486,2.57,54.0,1.42,3181.0,24045.87,5.1,6328.0,4.035,1.864,285.25192,48.286209,13.39
10843431,K07378.02,CANDIDATE,56.391062,5.7,2042.0,3.58,310.0,2.18,11.4,4406.0,4.643,0.628,282.37042,48.259289,16.324
10843431,K07378.01,CONFIRMED,8.7396758,3.866,1431.0,3.29,577.0,26.17,15.6,4406.0,4.643,0.628,282.37042,48.259289,16.324
10816107,K07377.01,FALSE POSITIVE,2.161583501,4.0537,50163.0,29.61,1646.0,1741.01,239.2,5888.0,4.167,1.219,298.29193,48.194691,13.945
10815677,K07376.01,CANDIDATE,1.284241817,1.965,166.5,1.18,1623.0,1643.57,13.3,5849.0,4.517,0.919,298.17337,48.173611,15.674
10812541,K07375.01,CANDIDATE,4.84847245,0.874,554.7,1.51,667.0,46.85,11.4,4137.0,4.625,0.647,297.30438,48.195271,14.849
10809677,K07374.01,FALSE POSITIVE,3.521050679,3.5323,4879.8,256.2,2434.0,8306.9,337.2,5149.0,3.109,6.619,296.47855,48.14616,13.942
10794405,K07373.01,FALSE POSITIVE,0.952377862,4.0869,2122.3,28.44,1713.0,2023.36,390.8,5662.0,4.524,0.863,290.68866,48.1992,14.713
10794242,K07372.01,FALSE POSITIVE,7.143708297,5.83451,202680.0,44.78,943.0,187.0,2368.6,5655.0,4.386,0.992,290.61478,48.186771,14.17
10753734,K07371.01,FALSE POSITIVE,19.40669392,5.27765,464520.0,57.97,597.0,30.05,1496.8,5622.0,4.588,0.778,299.07828,48.021969,13.564
10751908,K07370.01,CANDIDATE,4.48538145,2.297,168.1,0.96,962.0,202.75,8.2,5654.0,4.607,0.737,298.60785,48.016022,15.457
10743600,K07369.01,FALSE POSITIVE,0.8170226,2.974,167700.0,57.56,1947.0,3416.07,240.1,5780.0,4.438,1.0,296.38348,48.044006,17.206
10736489,K07368.01,CONFIRMED,6.842939,2.8,,,,99.24,,,,,293.94763,48.065254,12.92
10736223,K07367.01,FALSE POSITIVE,1.105094098,4.38191,730500.0,267.59,3771.0,47811.67,3732.8,8011.0,3.773,2.927,293.84622,48.050251,13.651
10732401,K07366.01,FALSE POSITIVE,0.933747375,5.974,198.9,8.93,2003.0,3820.18,35.9,6224.0,4.454,1.024,292.32864,48.021519,14.74
10711913,K07365.01,FALSE POSITIVE,19.407958161,6.09676,142060.0,44.96,633.0,37.92,2506.6,5702.0,4.485,0.799,282.60107,48.03669,15.521
10686930,K07364.01,FALSE POSITIVE,2.61844178,3.203,45.1,2.16,2033.0,4044.74,12.7,5088.0,3.502,3.293,299.07559,47.92078,12.388
10686876,K07363.01,FALSE POSITIVE,2.618414643,4.99923,200860.0,109.33,2582.0,10502.8,3260.0,8143.0,3.96,2.361,299.05673,47.909359,11.727
10685175,K07362.01,FALSE POSITIVE,3.10197712,7.083,124.6,2.64,2246.0,6009.05,63.3,8709.0,4.232,1.797,298.57156,47.963951,12.075
10680424,K07361.01,CANDIDATE,0.92623983,1.267,411.4,1.16,1208.0,504.34,9.1,4494.0,4.692,0.591,297.20752,47.972099,16.28
10670112,K07360.01,CANDIDATE,4.0953585,44.35,226.8,7.76,1680.0,1884.15,60.2,6839.0,4.094,1.7,293.66928,47.906689,13.543
10665749,K07359.01,CANDIDATE,4.237447181,0.3792,350.1,2.26,1172.0,446.38,11.1,5993.0,4.425,0.993,291.90216,47.96207,15.504
10665228,K07358.01,CANDIDATE,11.3251153,2.126,297.2,1.26,674.0,48.78,7.0,5334.0,4.574,0.727,291.70639,47.908581,15.995
10662021,K07357.01,FALSE POSITIVE,1.23140522,3.338,51.3,0.81,1756.0,2252.47,10.8,5600.0,4.32,1.118,290.39279,47.997429,15.149
10661976,K07356.01,FALSE POSITIVE,0.61566096,2.669,13.9,0.84,3459.0,33790.36,8.5,6619.0,3.89,2.23,290.37558,47.996696,13.74
10661913,K07355.01,FALSE POSITIVE,1.23133063,3.7,78.9,0.54,1072.0,311.53,17.6,4237.0,4.63,0.631,290.34503,47.963589,14.875
10659624,K07354.01,CANDIDATE,43.2675604,8.331,69.1,1.61,664.0,45.99,10.0,5747.0,4.018,1.729,289.36646,47.923851,13.468
10649230,K07353.01,FALSE POSITIVE,0.447820618,0.4199,58.3,1.42,3141.0,23149.06,28.4,5927.0,3.988,1.607,283.89807,47.933487,12.77
10646620,K07352.01,FALSE POSITIVE,2.41349123,11.29,57.0,2.11,2348.0,7197.15,38.1,6628.0,3.783,2.595,282.38934,47.967178,13.253
10619109,K07351.01,FALSE POSITIVE,2.045166206,6.84312,263640.0,131.41,2422.0,8125.86,1488.6,7128.0,3.95,2.135,298.37128,47.81385,11.704
10613718,K07350.01,FALSE POSITIVE,0.587938916,1.40211,7339.5,29.98,1800.0,2476.75,563.0,5237.0,4.543,0.74,296.82581,47.877399,12.735
10601579,K07349.01,FALSE POSITIVE,8.098754149,5.62354,56616.0,123.02,1176.0,452.03,5402.0,6328.0,4.16,1.45,292.49185,47.83535,11.587
10601538,K07348.01,FALSE POSITIVE,1.463775066,0.953,45.1,1.2,2308.0,6722.29,12.7,6781.0,4.125,1.651,292.47604,47.83942,13.169
10597164,K07347.01,FALSE POSITIVE,4.5638537,13.05,71.9,2.97,1533.0,1305.08,16.8,5446.0,3.793,2.39,290.67877,47.845261,13.984
10592163,K07346.01,FALSE POSITIVE,14.762889172,6.52705,79330.0,53.72,759.0,78.43,1779.1,5691.0,4.354,1.031,288.55362,47.867298,15.095
10586619,K07345.01,CANDIDATE,377.501257,11.98,541.4,2.16,242.0,0.81,13.9,5751.0,4.508,0.94,285.6409,47.81105,15.044
10583181,K07344.01,FALSE POSITIVE,2.696354974,5.39585,245990.0,80.71,1815.0,2560.78,2717.0,6472.0,4.08,1.579,283.76651,47.818989,11.009
10556578,K07343.01,FALSE POSITIVE,0.626431697,2.0171,37224.0,34.05,1709.0,2003.98,174.0,5134.0,4.56,0.721,299.09528,47.706791,15.594
10552700,K07342.01,FALSE POSITIVE,0.94808587,8.03,229.8,37.72,3359.0,30040.23,145.3,6875.0,3.798,2.856,297.99118,47.768749,11.601
10549576,K07341.01,FALSE POSITIVE,9.089355023,6.4006,101480.0,68.91,1511.0,1233.59,756.4,7675.0,4.051,2.015,297.11826,47.741611,13.015
10547685,K07340.01,FALSE POSITIVE,1.388509353,2.84811,37638.0,52.43,1836.0,2679.88,454.6,6075.0,4.315,1.13,296.57245,47.752708,12.309
10546063,K07339.01,CANDIDATE,10.6982275,3.198,246.0,1.73,919.0,168.88,9.1,6277.0,4.417,1.097,296.02774,47.753551,15.833
10535858,K07338.01,FALSE POSITIVE,0.93370968,3.356,62.2,0.38,865.0,131.85,9.2,3615.0,4.839,0.42,292.1669,47.755638,15.431
10535807,K07337.01,FALSE POSITIVE,1.481655821,3.4913,59134.0,59.19,1935.0,3314.58,554.4,6478.0,4.307,1.174,292.15167,47.719501,13.873
10491031,K07336.01,FALSE POSITIVE,2.199069234,6.30646,225250.0,118.99,2104.0,4632.97,5915.4,6613.0,4.014,1.925,298.77716,47.655403,13.245
10490960,K07335.01,FALSE POSITIVE,5.682410334,5.33373,220420.0,72.9,1141.0,401.43,2041.6,5897.0,4.278,1.196,298.75854,47.69558,14.3
10486425,K07334.01,FALSE POSITIVE,5.274819905,4.6688,108960.0,100.89,1646.0,1733.91,902.5,7247.0,4.111,1.834,297.47675,47.658981,12.465
10481054,K07333.01,FALSE POSITIVE,2.03742712,3.939,36.0,0.9,1812.0,2550.21,11.4,6356.0,4.215,1.358,295.84448,47.652119,13.929
10471113,K07332.01,FALSE POSITIVE,0.933728196,3.441,67.7,0.85,2006.0,3826.49,13.3,6170.0,4.43,1.032,292.16614,47.612251,15.317
10468514,K07331.01,FALSE POSITIVE,0.84986054,1.3875,6571.5,67.45,2260.0,6185.9,100.1,5164.0,3.949,1.676,291.10974,47.61549,14.319
10464199,K07330.01,CANDIDATE,198.11309,15.59,53.3,1.09,399.0,5.96,8.3,6163.0,4.144,1.486,289.32047,47.632446,11.909
10462826,K07329.01,FALSE POSITIVE,50.467024395,8.96181,103140.0,52.88,523.0,17.63,1435.1,6137.0,4.448,1.012,288.67477,47.636028,14.884
10454401,K07328.01,FALSE POSITIVE,12.180721266,4.15602,414950.0,63.25,742.0,71.88,1809.8,5750.0,4.538,0.882,284.31717,47.678638,15.386
10450504,K07327.01,CANDIDATE,17.9908273,1.436,660.0,1.88,541.0,20.29,10.9,4918.0,4.546,0.752,282.15787,47.686531,15.864
10422852,K07326.01,FALSE POSITIVE,1.398890216,4.9641,66012.0,57.48,1784.0,2389.78,204.0,6134.0,4.378,1.051,298.07645,47.512798,14.855
10420279,K07325.01,FALSE POSITIVE,45.43324862,14.242,414350.0,77.25,529.0,18.46,1337.0,5731.0,4.359,1.08,297.38031,47.545029,14.774
10417704,K07324.01,FALSE POSITIVE,3.0082548,2.38,,,,6114.15,,,,,296.65329,47.515259,13.907
10407464,K07323.01,FALSE POSITIVE,0.93373711,3.151,12.9,0.37,2077.0,4422.99,11.2,6300.0,4.391,1.025,292.94501,47.528469,12.72
10407430,K07322.01,FALSE POSITIVE,0.933759404,3.491,114.9,0.99,1763.0,2289.8,18.9,5766.0,4.514,0.866,292.93396,47.514751,15.619
10407047,K07321.01,FALSE POSITIVE,0.93374699,6.168,172.1,103.98,3442.0,33070.3,25.5,4909.0,3.136,5.272,292.77695,47.539391,13.327
10396708,K07320.01,CANDIDATE,8.50207749,3.057,117.3,0.75,679.0,50.14,10.5,4889.0,4.57,0.715,288.29715,47.56004,14.755
10388451,K07319.01,CANDIDATE,17.1677675,2.975,335.1,0.97,370.0,4.43,7.4,3761.0,4.724,0.526,283.84756,47.515659,15.929
10363300,K07318.01,FALSE POSITIVE,0.934926138,3.1925,131940.0,58.67,1957.0,3455.76,1149.3,5962.0,4.423,1.078,299.63449,47.477249,14.681
10352603,K07317.01,FALSE POSITIVE,32.77897303,19.1378,410080.0,69.08,588.0,28.29,2126.1,6122.0,4.487,0.964,296.59042,47.416908,14.52
10346522,K07316.01,FALSE POSITIVE,3.989144446,20.7947,630520.0,60.26,996.0,233.19,2055.9,5538.0,4.555,0.719,294.48337,47.45266,14.404
10345862,K07315.01,FALSE POSITIVE,58.28819056,21.6014,156160.0,42.57,462.0,10.79,2927.4,5463.0,4.353,1.044,294.25418,47.43779,14.231
10342097,K07314.01,FALSE POSITIVE,0.933735579,3.892,351.4,10.28,3696.0,43890.28,27.1,5016.0,3.013,5.344,292.85236,47.498039,13.505
10341787,K07313.01,FALSE POSITIVE,0.93373716,5.015,144.9,1.14,1666.0,1811.1,16.0,5390.0,4.479,0.852,292.72198,47.4548,15.926
10340228,K07312.01,FALSE POSITIVE,0.93371313,2.971,66.0,0.69,1642.0,1724.34,8.9,5436.0,4.548,0.869,292.11972,47.485619,15.788
10332789,K07311.01,FALSE POSITIVE,18.74072534,5.19791,125480.0,35.61,717.0,62.46,2964.7,6122.0,4.471,0.996,289.0368,47.46595,15.861
10330495,K07310.01,FALSE POSITIVE,18.060078203,11.5759,58975.0,20.71,618.0,34.4,1797.6,5330.0,4.464,0.855,287.87509,47.445759,14.724
10296163,K07309.01,FALSE POSITIVE,9.296746368,6.88069,213840.0,400.4,1552.0,1370.16,4407.8,6461.0,3.67,2.884,299.16693,47.356098,13.211
10294608,K07308.01,FALSE POSITIVE,1.854491777,5.14771,383430.0,63.08,1511.0,1232.64,1070.6,5843.0,4.413,0.99,298.73633,47.37743,13.344
10292465,K07307.01,FALSE POSITIVE,1.35337091,2.2396,104560.0,26.69,1444.0,1031.53,303.0,5426.0,4.511,0.784,298.13632,47.384529,14.956
10290447,K07306.01,FALSE POSITIVE,0.691561191,5.23,1901.0,5.91,1460.0,1074.31,3.4,4892.0,4.669,0.586,297.59232,47.34536,14.353
10290021,K07305.01,CANDIDATE,3.72920972,5.012,14.4,0.8,1713.0,2035.92,9.6,6215.0,3.955,2.05,297.47162,47.39994,9.976
10275887,K07304.01,FALSE POSITIVE,9.726748645,19.4093,393410.0,277.38,997.0,233.38,4414.3,5618.0,4.107,1.406,292.59222,47.392277,13.04
10274244,K07303.01,FALSE POSITIVE,13.68369259,4.22504,185510.0,30.6,635.0,38.37,3641.6,5359.0,4.566,0.708,291.9364,47.309689,11.544
10268809,K07302.01,FALSE POSITIVE,24.70932686,5.0698,29265.0,25.1,662.0,45.33,284.7,6065.0,4.427,1.023,289.68057,47.31781,13.737
10264293,K07301.01,CANDIDATE,20.9525604,3.986,232.9,1.19,495.0,14.2,9.8,4885.0,4.61,0.72,287.47986,47.360161,15.645
10264202,K07300.01,FALSE POSITIVE,0.517573708,2.23102,87205.0,37.02,1863.0,2827.01,740.2,5427.0,4.633,0.7,287.42365,47.373341,15.777
10258558,K07299.01,FALSE POSITIVE,20.867855659,5.73122,82601.0,53.53,716.0,62.09,2768.6,6095.0,4.378,1.016,284.45453,47.311951,14.492
10257903,K07298.01,FALSE POSITIVE,0.85574731,2.01,,,,,,,,,284.0842,47.373589,15.482
10215422,K07297.01,FALSE POSITIVE,24.847087207,7.28274,317670.0,52.38,569.0,24.75,6707.7,5644.0,4.55,0.854,294.75986,47.201931,14.608
10214328,K07296.01,FALSE POSITIVE,659.2907,22.106,338.1,4.66,322.0,2.53,27.0,6917.0,4.05,1.837,294.37708,47.289928,10.629
10208759,K07295.01,FALSE POSITIVE,2.287515702,10.0879,358580.0,86.76,1801.0,2484.21,3017.9,6773.0,4.306,1.391,292.25565,47.286301,13.99
10198109,K07294.01,FALSE POSITIVE,17.918743061,4.36387,118360.0,56.94,942.0,186.0,4696.8,5870.0,3.903,1.63,287.49353,47.224659,13.776
10189523,K07293.01,FALSE POSITIVE,1.013922622,1.6393,34957.0,31.98,1392.0,883.9,79.8,5110.0,4.618,0.647,283.01196,47.238602,15.856
10164018,K07292.01,FALSE POSITIVE,8.5412411,3.654,298.8,1.4,767.0,81.55,10.7,5602.0,4.614,0.732,299.16739,47.185692,15.661
10163067,K07291.01,CANDIDATE,25.9136674,10.498,109.7,3.37,966.0,205.72,16.1,6167.0,3.804,2.346,298.9006,47.107769,12.556
10156064,K07290.01,FALSE POSITIVE,2.427967843,4.7847,126980.0,108.33,2275.0,6328.22,472.8,7652.0,4.104,1.921,296.99341,47.146648,10.367
10155080,K07289.01,FALSE POSITIVE,1.930451347,3.87956,53075.0,58.77,1623.0,1637.68,602.3,6154.0,4.399,1.168,296.69858,47.137741,13.017
10129482,K07288.01,FALSE POSITIVE,0.846291334,1.79962,190190.0,30.8,1243.0,562.86,1049.3,4627.0,4.721,0.526,286.84036,47.173309,15.994
10098534,K07287.01,FALSE POSITIVE,41.81145,2.208,302.0,1.4,483.0,12.88,5.9,5593.0,4.478,0.812,299.58353,47.022888,15.017
10095512,K07286.01,FALSE POSITIVE,3.008602107,4.34296,120270.0,56.15,1343.0,768.47,502.0,6033.0,4.398,1.026,298.71655,47.014519,13.053
10093664,K07285.01,FALSE POSITIVE,1.20693963,6.881,20.0,0.97,2847.0,15568.09,24.3,7331.0,4.041,2.041,298.20029,47.06292,12.317
10091257,K07284.01,FALSE POSITIVE,1.70192371,3.0271,49833.0,40.15,1704.0,1993.63,351.1,5826.0,4.273,1.262,297.50986,47.054489,12.533
10089123,K07283.01,CANDIDATE,134.413808,13.907,206.1,1.69,391.0,5.51,12.5,6013.0,4.37,1.187,296.89828,47.081059,14.262
10070479,K07282.01,CANDIDATE,1.758599866,0.2729,237.8,1.6,1101.0,347.1,11.9,4744.0,4.606,0.725,289.96161,47.08036,15.59
10066755,K07281.01,CANDIDATE,2.46506501,6.218,39.8,1.14,1999.0,3777.82,10.3,6881.0,4.101,1.714,288.21976,47.041279,12.446
10063044,K07280.01,FALSE POSITIVE,1.009671584,4.37759,155120.0,125.31,3287.0,27692.04,1440.7,7652.0,3.974,2.242,286.29077,47.076221,13.918
10053138,K07279.01,CANDIDATE,11.7728146,4.132,77.1,0.93,788.0,90.86,9.9,5410.0,4.333,1.056,280.71948,47.07222,13.717
10031808,K07278.01,FALSE POSITIVE,8.589644815,9.49469,269520.0,140.07,1412.0,940.15,5324.6,6331.0,3.813,2.194,298.79758,46.930244,9.557
10031526,K07277.01,FALSE POSITIVE,8.5893644,6.975,179.3,1.21,792.0,93.09,9.8,5602.0,4.571,0.817,298.72095,46.933891,15.687
10031409,K07276.01,FALSE POSITIVE,2.071939672,4.45367,198770.0,75.64,1696.0,1953.33,2409.8,6140.0,4.247,1.254,298.68484,46.94997,13.553
10026457,K07275.01,FALSE POSITIVE,9.93442075,7.8219,55965.0,34.03,679.0,50.35,529.0,5382.0,4.654,0.669,297.25931,46.989681,15.39
10026136,K07274.01,FALSE POSITIVE,9.080194398,8.18777,324570.0,76.4,1013.0,248.49,3481.8,6461.0,4.396,1.131,297.17203,46.953949,15.163
10020423,K07273.01,FALSE POSITIVE,7.448375935,4.23892,152670.0,34.37,871.0,136.18,1837.9,5636.0,4.489,0.867,295.29791,46.920471,15.178
10019854,K07272.01,CANDIDATE,14.1011023,4.513,108.2,1.26,904.0,157.56,8.1,6534.0,4.365,1.199,295.08221,46.941711,15.105
10014702,K07271.01,FALSE POSITIVE,1.34062901,3.076,69.5,0.82,1678.0,1876.57,13.1,6045.0,4.494,0.955,293.12991,46.921768,15.13
10002049,K07270.01,CANDIDATE,19.2532128,1.674,219.3,1.42,692.0,54.13,7.4,6060.0,4.495,0.953,287.46475,46.96841,15.362
10000490,K07269.01,FALSE POSITIVE,1.400991827,4.8798,64104.0,98.13,2468.0,8795.37,669.6,6706.0,4.026,1.924,286.556,46.95734,11.244
9971475,K07268.01,FALSE POSITIVE,5.357409918,4.28582,199160.0,124.05,1492.0,1172.13,936.1,5768.0,3.809,2.057,298.99442,46.812408,13.166
9965691,K07267.01,FALSE POSITIVE,15.68434493,44.463,791.6,56.23,1136.0,393.14,256.3,6407.0,3.888,2.191,297.32681,46.845211,13.102
9963639,K07266.01,FALSE POSITIVE,7.4185369,1.451,14.7,0.81,1963.0,3511.86,5.2,9763.0,4.179,2.045,296.69196,46.869171,11.364
9963009,K07265.01,FALSE POSITIVE,40.069674617,9.3564,41865.0,27.38,588.0,28.2,1304.8,5911.0,4.321,1.207,296.4682,46.85178,14.458
9959093,K07264.01,CANDIDATE,19.1644498,3.553,63.8,1.83,988.0,225.26,8.9,5877.0,3.86,2.234,295.04248,46.863991,13.314
9958053,K07263.01,FALSE POSITIVE,2.73398963,1.52,,,,25373.9,,,,,294.62296,46.826469,11.727
9953736,K07262.01,FALSE POSITIVE,0.50818743,3.433,54.9,1.26,3274.0,27312.92,29.1,7141.0,4.243,1.56,292.85281,46.85136,13.313
9945280,K07261.01,FALSE POSITIVE,0.651731691,2.4602,20524.0,71.9,2604.0,10815.86,347.5,5791.0,4.052,1.472,289.09744,46.811081,13.879
9944421,K07260.01,FALSE POSITIVE,7.09520543,3.69044,232680.0,50.23,813.0,103.28,1959.2,5481.0,4.592,0.778,288.6192,46.802971,15.137
9944201,K07259.01,CANDIDATE,0.721522907,1.4521,22528.0,11.04,1475.0,1115.99,815.3,4893.0,4.634,0.625,288.49091,46.804989,15.069
9943009,K07258.01,CANDIDATE,2.4376438,1.587,27.1,0.79,1686.0,1909.13,8.8,5927.0,4.117,1.53,287.76895,46.83194,12.66
9936698,K07257.01,FALSE POSITIVE,2.856085147,4.5776,173840.0,88.52,1739.0,2164.0,422.1,6604.0,4.178,1.526,284.06732,46.809582,14.045
9934208,K07256.01,FALSE POSITIVE,9.058487716,4.14334,127970.0,20.51,547.0,21.15,2098.9,4340.0,4.671,0.573,282.54208,46.856628,15.507
9932197,K07255.01,CANDIDATE,86.95432088,12.11,,,,,,,,,280.99176,46.88937,14.248
9913798,K07254.01,FALSE POSITIVE,2.14344093,3.9741,133320.0,28.69,1033.0,269.48,645.9,4817.0,4.624,0.7,299.68179,46.735352,14.945
9913481,K07253.01,FALSE POSITIVE,3.50474265,8.2852,88625.0,200.24,2689.0,12355.55,977.2,7624.0,3.622,3.682,299.58655,46.765541,10.862
9909965,K07252.01,CANDIDATE,10.2170589,2.259,121.3,1.17,929.0,176.34,7.9,6211.0,4.384,1.054,298.54852,46.756641,14.455
9906841,K07251.01,FALSE POSITIVE,581.0723,15.81,1364.2,161858.0,639.0,39.36,15.9,5026.0,2.504,16.891,297.62296,46.75386,12.282
9906802,K07250.01,FALSE POSITIVE,9.26147679,1.77,,,,,,,,,297.61273,46.738949,14.874
9906489,K07249.01,FALSE POSITIVE,8.9648813,61.23,454.5,28.97,1040.0,276.3,109.9,6543.0,4.382,1.159,297.52359,46.703129,12.039
9899583,K07248.01,FALSE POSITIVE,1.33258375,4.081,60.9,0.84,1727.0,2096.92,16.4,6108.0,4.471,0.997,295.28735,46.75449,14.835
9899577,K07247.01,FALSE POSITIVE,1.33258981,3.987,78.4,0.67,1369.0,832.33,16.1,5309.0,4.595,0.763,295.28519,46.770592,14.818
9899421,K07246.01,FALSE POSITIVE,1.33256256,3.088,174.9,16.03,4529.0,99175.88,11.9,4601.0,2.321,12.581,295.23248,46.77037,12.295
9899410,K07245.01,FALSE POSITIVE,1.332545609,3.997,278.2,28.37,5080.0,157611.61,31.4,5154.0,2.435,16.486,295.2258,46.76009,13.504
9899193,K07244.01,FALSE POSITIVE,1.332567821,3.4844,31.0,0.96,2395.0,7802.17,5.0,6600.0,4.047,1.681,295.15475,46.736641,13.191
9899153,K07243.01,FALSE POSITIVE,1.33256167,3.743,59.5,0.63,1326.0,727.84,13.0,4895.0,4.502,0.828,295.14157,46.793919,14.877
9881258,K07242.01,FALSE POSITIVE,2.028512246,5.00309,121560.0,50.28,1542.0,1333.24,1545.8,6105.0,4.412,1.025,287.12561,46.733479,13.281
9873869,K07241.01,FALSE POSITIVE,4.994773558,4.48893,259760.0,62.69,1264.0,604.21,5742.0,6253.0,4.271,1.181,282.69977,46.717018,13.038
9852050,K07240.01,FALSE POSITIVE,0.94242156,1.89,,,,,,,,,299.07486,46.65892,13.806
9850912,K07239.01,FALSE POSITIVE,8.4804737,6.157,337.0,1.85,930.0,176.51,14.5,6092.0,4.471,0.998,298.73502,46.699791,15.79
9850387,K07238.01,FALSE POSITIVE,1.374249107,5.3181,136660.0,96.85,2725.0,13078.76,520.3,7053.0,3.958,2.121,298.59238,46.690529,13.549
9848420,K07237.01,FALSE POSITIVE,7.9320191,8.18,125.1,1.04,811.0,102.05,8.8,5219.0,4.441,0.905,298.0549,46.633461,15.223
9837013,K07236.01,CANDIDATE,14.461834,7.156,80.2,1.05,785.0,89.86,9.0,5457.0,4.239,1.196,294.29364,46.629501,14.75
9821428,K07235.01,CANDIDATE,299.70688,15.39,230.7,1.15,237.0,0.75,8.6,5606.0,4.597,0.76,287.02615,46.686291,14.713
9821078,K07234.01,FALSE POSITIVE,8.429438192,3.94306,456350.0,49.49,582.0,27.16,3072.5,4268.0,4.602,0.68,286.81927,46.66478,14.117
9818732,K07233.01,FALSE POSITIVE,45.035589512,9.8341,404840.0,82.4,600.0,30.66,1763.5,6484.0,4.386,1.153,285.47278,46.69873,14.529
9811915,K07232.01,CANDIDATE,1.96682825,1.645,214.3,1.18,1283.0,638.54,9.5,5595.0,4.581,0.796,281.22937,46.681862,15.612
9790965,K07231.02,CANDIDATE,4.74701479,2.464,3622.0,13333.5,1640.0,1708.72,10.1,6531.0,3.962,1.921,298.91162,46.586578,13.388
9790965,K07231.01,FALSE POSITIVE,0.82206761,3.8281,26190.0,91.21,2941.0,17747.85,486.3,6531.0,3.962,1.921,298.91162,46.586578,13.388
9786821,K07230.01,FALSE POSITIVE,21.120005744,2.05573,13054.0,31.2,880.0,141.75,443.9,6195.0,4.069,1.598,297.72574,46.54884,11.51
9777062,K07229.01,FALSE POSITIVE,19.230038188,7.04412,266180.0,186.53,1361.0,810.65,7232.1,7703.0,3.844,2.916,294.46078,46.58971,12.241
9762519,K07228.01,FALSE POSITIVE,7.51514595,3.54486,117460.0,35.8,842.0,118.99,1676.8,5624.0,4.516,0.777,287.94138,46.58239,13.711
9762514,K07227.01,FALSE POSITIVE,7.51509713,2.62,187.1,1.23,685.0,51.99,10.1,4867.0,4.63,0.696,287.93466,46.580421,15.52
9726452,K07226.01,CANDIDATE,42.48452259,4.16,,,,,,,,,297.72226,46.47583,14.824
9711751,K07225.01,FALSE POSITIVE,0.855763492,3.64361,131660.0,72.82,2464.0,8674.28,598.4,6679.0,4.286,1.326,292.45786,46.43338,13.788
9693803,K07224.01,CANDIDATE,13.4959496,2.085,253.6,1.62,784.0,89.25,7.3,5962.0,4.464,1.019,283.11642,46.442699,15.669
9674320,K07223.01,CANDIDATE,317.062416,7.438,442.9,1.59,218.0,0.54,9.8,5366.0,4.625,0.715,300.34525,46.339882,14.634
9673173,K07222.01,FALSE POSITIVE,21.294733865,7.60143,123180.0,71.55,771.0,83.71,2674.6,6039.0,4.242,1.278,300.01407,46.345268,13.731
9665503,K07221.01,FALSE POSITIVE,11.567974732,5.96595,416030.0,45.65,628.0,36.66,2341.5,5290.0,4.669,0.648,297.73764,46.358101,15.217
9658089,K07220.01,CANDIDATE,1.057080807,1.82,60.6,0.97,1805.0,2518.85,11.3,6000.0,4.487,0.946,295.35825,46.343929,15.102
9657636,K07219.01,FALSE POSITIVE,542.52829,11.06,75.2,1.07,266.0,1.19,11.2,6099.0,4.204,1.212,295.19278,46.37188,11.253
9655424,K07218.01,FALSE POSITIVE,0.51811818,0.3969,99.0,1.09,2360.0,7376.27,7.8,6240.0,4.502,0.929,294.35074,46.311771,14.89
9652632,K07217.01,FALSE POSITIVE,2.488812012,5.94523,131000.0,83.26,1852.0,2776.19,3290.5,6499.0,4.084,1.497,293.24738,46.310413,11.576
9652166,K07216.01,FALSE POSITIVE,0.646523404,3.917,25.2,0.85,3163.0,23676.16,14.2,7257.0,4.185,1.631,293.05569,46.342331,12.884
9651602,K07215.01,CANDIDATE,3.90735046,2.896,109.3,0.83,1007.0,243.14,10.0,5497.0,4.577,0.809,292.82965,46.365768,15.283
9644683,K07214.01,FALSE POSITIVE,0.585940879,4.6979,1943.6,26.57,1873.0,2897.54,189.9,5459.0,4.583,0.797,289.99408,46.304871,15.912
9644411,K07213.01,FALSE POSITIVE,0.379412331,1.561,594.0,1.59,1643.0,1724.34,20.2,4331.0,4.62,0.666,289.87915,46.322498,14.785
9641103,K07212.01,FALSE POSITIVE,1.089057762,1.637,37.4,0.44,1404.0,917.78,9.2,5096.0,4.582,0.737,288.06711,46.379551,14.122
9641031,K07211.01,FALSE POSITIVE,1.089077111,3.8834,304070.0,77.59,2045.0,4147.85,476.6,6126.0,4.285,1.176,288.02032,46.324139,9.177
9640921,K07210.02,FALSE POSITIVE,2.17814513,2.321,136.0,1.22,1428.0,981.63,13.8,6053.0,4.494,0.949,287.96375,46.306911,15.395
9640921,K07210.01,FALSE POSITIVE,80.7060641,6.8899,11852.0,15.47,428.0,7.96,268.1,6053.0,4.494,0.949,287.96375,46.306911,15.395
9640123,K07209.01,CANDIDATE,8.2553499,3.959,54.5,3.28,1462.0,1079.27,10.0,5403.0,3.559,3.6,287.51071,46.38995,13.816
9639106,K07208.01,CANDIDATE,3.57944367,1.869,117.2,0.87,1018.0,253.89,8.5,5341.0,4.546,0.801,286.85812,46.311729,15.56
9637299,K07207.01,FALSE POSITIVE,1.882438182,3.50695,344200.0,74.77,1818.0,2589.75,2051.3,6322.0,4.211,1.213,285.76071,46.367008,13.68
