planet_id,star_id,disposition,orbital_period,transit_duration,transit_depth,planet_radius,equilibrium_temp,insolation_flux,stellar_teff,stellar_logg,stellar_radius,ra,dec,stellar_mag,stellar_dist,disposition_aligned
1000.01,50365310,FP,2.1713484,2.0172196,656.8860989,5.8181633,3127.2040524,22601.9485814,10249.0,4.19,2.16986,112.357708,-12.69596,9.604,485.735,FALSE POSITIVE
1001.01,88863718,PC,1.9316462,3.166,1286.0,11.2154,4045.0,44464.5,7070.0,4.03,2.01,122.580465,-5.513852,9.42344,295.862,CANDIDATE
1002.01,124709665,FP,1.8675574,1.408,1500.0,23.7529,2037.0,2860.61,8924.0,,5.73,104.726966,-10.580455,9.299501,943.109,FALSE POSITIVE
1003.01,106997505,FP,2.74323,3.167,383.41,,1631.0,1177.36,5388.5,4.15,,110.559945,-25.207017,9.3003,7728.17,FALSE POSITIVE
1004.01,238597883,FP,3.5730141,3.37,755.0,11.3113,4260.0,54679.3,9219.0,4.14,2.15,122.178195,-48.802811,9.1355,356.437,FALSE POSITIVE
1005.01,169904935,FP,4.5505945,2.654,3731.0,7.10841,1257.0,414.775,5613.0,,1.09,120.704811,-11.101521,9.1309,100.711,FALSE POSITIVE
1006.01,156115721,FP,2.5047918,4.3797563,2270.5402194,8.6950898,1649.8220699,1750.932635,6616.0,,1.53429,124.359239,-27.273521,9.2386,,FALSE POSITIVE
1007.01,65212867,PC,6.9989206,3.953,2840.0,14.7752,1282.0,448.744,6596.0,3.71,2.7,112.752393,-4.463359,8.87759,283.291,CANDIDATE
1008.01,440801822,FP,2.0483755,2.767,483.0,3.19621,,5644.4,6858.5,4.2,1.57,109.382839,13.395219,8.9362,144.297,FALSE POSITIVE
1009.01,107782586,PC,1.9600277,2.0065257,1707.6272693,,1456.4246534,1063.3422958,8868.7,,,111.667845,-24.462111,8.4331,866.147,CANDIDATE
1010.01,139853601,FP,0.6808702,2.4634563,1507.8006889,5.9115908,4382.0266062,87140.6995884,9438.0,,1.0,112.293981,-21.832912,8.45086,485.122,FALSE POSITIVE
1011.01,114018671,PC,2.4704981,2.191,250.0,1.44656,1364.0,575.597,5413.7,4.46,0.94,113.984761,-32.841999,8.2388,52.62,CANDIDATE
1012.01,427508467,APC,0.884182,1.621,1890.0,24.8132,5098.0,112144.0,8928.0,3.92,2.72,117.095285,6.785064,8.12718,295.959,CANDIDATE
1013.01,97700520,FP,5.4255548,3.9637474,14939.6342222,,1037.2753045,273.5880696,8868.7,,,107.286063,-31.933523,7.6095,510.295,FALSE POSITIVE
1014.01,96246348,FP,1.4095184,0.9484999,2841.5103258,,1625.6180218,1650.422071,9307.0,,,103.561602,-34.22282,7.678,224.672,FALSE POSITIVE
1015.01,155044736,FP,1.3730466,2.5708515,1301.5065338,42.1479417,1912.3318636,3160.6328329,4897.0,,6.7996101,122.895964,-27.971896,10.7069,906.496,FALSE POSITIVE
1016.01,175310067,FP,12.6889415,7.9201001,3232.8527885,14.0608342,1158.1310368,425.1594177,7601.0,4.31,1.53641,116.110771,-36.098285,10.6257,368.646,FALSE POSITIVE
1017.01,182943944,FP,1.10422,2.37,14177.7,21.0448,3926.0,39459.3,6995.2,4.07,1.61,124.726411,-37.78325,10.6019,406.997,FALSE POSITIVE
1018.01,291555748,FP,4.95912,2.509,7440.0,22.9123,1419.0,673.55,5889.0,3.86,2.0,111.716019,-50.266567,10.6254,360.541,FALSE POSITIVE
1019.01,341420329,PC,5.2341008,3.7078139,20796.9416293,24.2931408,1574.8381848,1453.6663847,7645.0,4.3,1.56203,120.147994,-54.878552,10.6348,399.544,CANDIDATE
1020.01,140706664,FP,3.28892,3.793,10518.9,,3661.0,29832.6,8734.2,4.1,,128.381976,-43.828421,10.7173,906.827,FALSE POSITIVE
1021.01,143994283,FP,1.90879,1.909,618.482,3.34688,1561.0,985.807,6022.6,4.52,1.22,119.30075,-42.999149,10.5551,235.974,FALSE POSITIVE
1022.01,47384844,FA,3.09574,4.475,380.0,3.4262,3230.0,18087.9,6084.0,4.13,1.41,162.96491,-5.788708,8.72924,120.666,FALSE POSITIVE
1023.01,238374636,FP,1.3214483,3.435,2180.0,21.8839,3827.0,35623.2,5050.8,3.56,2.99,120.837688,-51.345626,9.697,316.398,FALSE POSITIVE
1024.01,141482386,FP,18.0157,2.524,610.0,21.644,463.0,7.64364,4709.0,,7.61,86.820714,-72.422611,10.0814,692.266,FALSE POSITIVE
1025.01,297967252,PC,9.6837921,2.4006056,4238.2399008,,1914.698926,3176.3106916,8598.7,,,142.521159,-51.517114,5.5324,129.838,CANDIDATE
1026.01,388624270,FP,14.2628757,6.9350494,913.2067174,2.4765813,980.3628831,153.2069421,5690.0,4.58,0.853898,125.434634,-51.759442,9.9138,105.677,FALSE POSITIVE
1027.01,20318757,PC,3.2834565,1.537,1558.0,2.87648,992.0,161.092,4272.0,4.6,0.68,167.133275,-29.653135,10.2103,56.3449,CANDIDATE
1027.02,20318757,PC,11.02875,2.715,1694.0,2.76586,548.0,15.0463,4272.0,4.6,0.68,167.133275,-29.653135,10.2103,56.3449,CANDIDATE
1027.03,20318757,PC,5.0113292,1.024,1210.0,2.52314,567.0,17.1793,4272.0,4.6,0.68,167.133275,-29.653135,10.2103,56.3449,CANDIDATE
1028.01,447283466,FP,1.01606,2.843,240.0,1.20704,2023.0,2784.04,4634.0,4.64,0.68,157.098337,-51.705409,7.9059,23.7748,FALSE POSITIVE
1029.01,374908020,FP,36.22214,5.107,7170.0,,,,,,,88.73909,-65.958839,6.841,,FALSE POSITIVE
1030.01,464296022,FP,12.1246519,4.612,7279.0,17.6729,1057.0,207.32,4807.6,4.17,1.07,155.831478,-57.590248,9.5706,78.41273,FALSE POSITIVE
1031.01,304021498,FP,5.652623,3.434,1250.0,8.94354,2011.0,2717.06,6415.4,3.98,1.92,140.88389,-67.026006,9.7318,270.771,FALSE POSITIVE
1032.01,146589986,PC,5.6643704,3.8087395,3491.8232968,14.7738943,2385.8536488,7657.6621505,10395.0,4.13,2.3383701,159.221506,-42.541639,9.7611,587.196,CANDIDATE
1033.01,149601557,FP,29.0160175,5.345,1389.0,6.77406,,33.2234,6113.1,,2.01,87.282586,-60.498444,10.0163,219.94,FALSE POSITIVE
1034.01,400595342,FP,3.6404389,2.5339234,476.3077321,3.7025342,2783.098027,9941.2265514,9810.0,4.43,1.60776,134.441752,-49.000578,9.8174,363.44,FALSE POSITIVE
1035.01,361413119,PC,6.0744477,2.4954821,5982.5212406,30.9493217,1583.9398898,1487.5644344,5964.0,3.7,2.4303801,144.150273,-61.583182,10.1126,347.556,CANDIDATE
1036.01,146172354,PC,3.7795212,2.952,2761.0,5.98375,1294.0,466.528,5771.0,4.31,1.18,157.867112,-42.240448,10.2855,184.015,CANDIDATE
1037.01,363260203,FP,1.2025238,1.991,390.0,6.31106,5952.0,208477.0,9158.0,4.32,1.74,147.385172,-63.306478,9.0211,279.698,FALSE POSITIVE
1038.01,90544017,FP,3.2235985,2.159,680.0,5.51341,,2064.8,8904.0,4.09,2.17,128.454638,-49.940347,8.7157,280.765,FALSE POSITIVE
1039.01,461867584,APC,4.420125,3.956,2466.0,,,,,,,149.688545,-58.760453,8.5483,2864.34,CANDIDATE
1040.01,310483807,FP,2.55555,1.566,340.0,11.5901,2145.0,3520.68,10037.0,,6.04,128.61421,-61.488262,8.3854,732.432,FALSE POSITIVE
1041.01,385624852,FP,8.30792,3.228,8350.0,43.1068,1924.0,2276.25,9081.0,3.83,3.05,138.402252,-55.19791,8.0981,305.034,FALSE POSITIVE
1042.01,360286627,PC,0.758082,1.8184632,583.93181,10.1273702,5499.7476332,216218.1005011,9917.0,3.75,3.5086601,141.975215,-61.33004,9.718,792.633,CANDIDATE
1043.01,90448944,FP,1.4415577,2.349,507.0,3.61078,3174.0,16861.8,6902.0,4.25,1.52,128.302319,-52.714202,9.5719,208.055,FALSE POSITIVE
1044.01,463402815,PC,1.0085089,1.642,3051.0,,,,5215.2,,,153.811023,-58.766393,10.0031,494.689,CANDIDATE
1045.01,54044474,FP,3.7039994,4.277,7590.0,17.57,2149.0,3546.13,7013.8,4.21,1.9,159.887704,-32.51188,9.6306,300.696,FALSE POSITIVE
1046.01,309787037,FP,1.3042553,1.706,914.0,9.36472,3569.0,26944.7,6762.0,4.11,1.75,126.419468,-60.907514,10.0119,301.298,FALSE POSITIVE
1047.01,370745311,FP,0.62627,0.666,1880.0,5.72162,2101.0,3235.57,5622.0,4.5,0.93,144.581535,-67.505097,10.2355,134.926,FALSE POSITIVE
1048.01,384549882,FP,0.30412,0.748,1330.0,10.417,6413.0,280833.0,11892.0,4.14,2.52,136.527702,-54.903922,8.802,440.426,FALSE POSITIVE
1051.01,259863352,FA,21.701669,8.2676424,211.6567325,2.3751494,685.2,52.095,5625.0,4.438,1.56486,40.365939,-71.462749,7.1278,53.19149,FALSE POSITIVE
1052.01,317060587,CP,9.139804,3.0912936,358.4157801,3.0629855,1006.9932829,243.011763,5958.2,4.34,1.58,337.510274,-75.646561,9.0197,129.804,CONFIRMED
1053.01,112395568,FP,5.742625,2.860293,1105.760867,13.088532,,,5664.0,3.26574,3.86959,290.977117,-33.351416,8.8849,263.729,FALSE POSITIVE
1054.01,366989877,CP,15.5077855,4.565,513.0,2.43432,853.0,88.0718,6122.0,4.30881,1.17,302.114174,-54.317501,8.4362,88.4343,CONFIRMED
1055.01,320004517,CP,17.4713078,4.4284819,1199.7541483,3.5766828,689.3568807,53.3700317,5783.54,4.49925,0.974669,293.286615,-54.532728,8.0888,57.2651,CONFIRMED
1056.01,421894914,PC,5.3079507,3.2158594,391.3830934,3.0486928,1263.9861129,603.2401116,6124.3,4.38,1.36963,339.258703,-76.917605,9.6663,168.354,CANDIDATE
1057.01,323132914,PC,51.1701501,6.6641048,851.4547808,2.9366826,466.7322968,11.2148229,5599.0,4.46138,0.943356,127.996917,-78.407564,9.4091,98.2855,CANDIDATE
1058.01,31553893,PC,11.1296441,7.0473822,951.6169809,12.8402271,1518.2372485,1255.6817164,5785.0,4.344,3.4475601,288.911772,-31.790813,9.3781,338.831,CANDIDATE
1059.01,380783252,PC,9.4496506,2.021,19750.0,17.0216,694.0,38.5799,5509.0,4.39758,0.94,269.714503,-60.922727,9.7825,98.8783,CANDIDATE
1060.01,101230735,APC,2.0685633,0.373,502.0,3.89739,619.0,24.409,5687.9,4.6,1.14,299.290995,-48.934476,9.6652,128.491,CANDIDATE
1061.01,253990973,FP,0.540933,1.674337,257.347459,2.28501,,,5525.0,4.25342,1.21935,284.688908,-41.242483,9.7345,133.171,FALSE POSITIVE
1062.01,299799658,CP,4.1150576,1.08,487.0,2.30057,826.0,77.3573,5394.0,4.50942,0.89,38.120968,-78.023683,9.478,82.1733,CONFIRMED
1063.01,406976746,PC,10.0665238,2.4023189,839.9044871,2.7272824,694.1792631,54.8791715,5552.0,4.61783,0.791742,230.555493,-83.056214,9.0689,61.1201,CANDIDATE
1064.01,79748331,CP,6.4438657,1.9309449,1121.9512275,2.460344,712.2812841,60.831305,4803.0,4.52079,0.737189,296.003935,-47.56203,10.0059,68.0726,CONFIRMED
1064.02,79748331,CP,12.2265595,2.1904379,1206.3693293,2.6014766,575.3502049,25.8970378,4803.0,4.52079,0.737189,296.003935,-47.56203,10.0059,68.0726,CONFIRMED
1070.01,31858844,FP,2.9776152,3.25697,43218.111683,26.88423,1386.5,873.27,5740.0,4.29219,1.28,289.478541,-32.861327,15.7114,,FALSE POSITIVE
1072.01,140830390,FP,12.8379689,9.8464123,10539.0192794,25.4886382,1225.0,374.129,5765.0,4.34773,2.4494,75.627307,-72.913998,11.7106,703.878,FALSE POSITIVE
1073.01,158297421,CP,3.9228016,1.8736007,31510.9004906,13.3368705,788.0973496,91.167589,4444.0,4.438,0.6983,287.484402,-49.664942,13.6699,300.67,CONFIRMED
1074.01,327301957,PC,13.9428705,3.7522756,1015.395543,2.4233421,587.1759148,28.0927293,5206.0,4.63095,0.741671,310.761004,-72.010267,10.6339,107.356,CANDIDATE
1075.01,351601843,CP,0.6047392,1.0403847,1027.6833479,1.8625587,1222.5973095,528.0253155,4046.0,4.60963,0.580337,309.971209,-65.449699,11.1186,61.4592,CONFIRMED
1077.01,369960846,PC,1.6062693,1.9561305,16725.3019333,12.6436029,1374.8018137,844.2700581,5192.0,4.4617,0.984326,173.810798,-88.096213,13.461,463.683,CANDIDATE
1078.01,370133522,CP,0.5182425,0.8565249,831.8920424,1.3485121,1019.3295979,255.1405815,3325.0,4.88693,0.390989,306.928646,-56.462287,10.1165,20.373,CONFIRMED
1079.01,379240073,PC,3.1644075,2.0576293,5603.4635466,14.8814743,1747.9490013,2206.1550476,6519.0,4.22068,1.7234,283.119492,-55.387928,13.1284,1179.27,CANDIDATE
1080.01,161032923,PC,3.9652485,1.0112593,3680.7544436,1.2305102,386.6684768,5.2829448,3296.0,4.96636,0.199988,276.368325,-52.214573,12.7067,25.559,CANDIDATE
1081.01,253728991,PC,2.98278,3.109528,6136.231662,11.467011,,,6027.0,4.29978,1.23975,282.140409,-40.11177,11.5247,354.05,CANDIDATE
1082.01,261108236,PC,16.3469053,3.5865698,2212.4257252,3.5059571,441.7489067,8.9995944,4310.0,4.57345,0.649613,83.275809,-80.815478,11.8835,100.248,CANDIDATE
1083.01,322270620,PC,12.9802953,2.5034417,2407.2608671,2.4241912,376.2093904,4.7341229,3614.0,4.81257,0.491323,296.822194,-87.32281,12.0936,68.9109,CANDIDATE
1085.01,381979901,APC,3.2541181,4.341,13620.0,14.9476,,1436.45,6102.0,4.28649,1.28,77.605399,-59.535664,11.6577,444.066,CANDIDATE
1086.01,468148930,PC,3.7178828,5.5277827,4864.8405125,14.6986197,1689.4116185,1925.1426172,5818.0,4.33787,2.0840001,305.56982,-88.568495,12.2303,736.397,CANDIDATE
1087.01,426077080,FP,9.30992,3.464,2220.0,14.2968,1067.0,215.208,6907.0,3.63,3.09,238.001011,-76.49349,9.4142,416.25,FALSE POSITIVE
1088.01,343648136,FA,1.15395,2.236,1550.0,5.48364,2148.0,3534.3,6093.0,4.2,1.4,272.311383,-76.300955,10.4613,240.901,FALSE POSITIVE
1089.01,129319156,FP,4.73703,3.902,2410.0,25.7144,4243.0,53821.0,11600.0,4.13,2.48,228.84306,-52.885989,10.3918,778.127,FALSE POSITIVE
1090.01,361034196,FP,2.19296,4.586,4933.74,22.7769,3722.0,31883.5,7009.8,3.6,2.95,242.016315,-68.588832,10.0196,566.502,FALSE POSITIVE
1091.01,193413306,PC,1.725841,3.674,2710.0,15.0024,4175.0,50469.2,7348.0,3.9,2.39,222.101134,-56.025931,9.3529,321.671,CANDIDATE
1092.01,387079085,FP,1.1923,3.119,3730.0,30.666,3958.0,40771.2,6534.0,3.95,2.04,217.022882,-64.634285,9.0039,209.919,FALSE POSITIVE
1093.01,382331352,FP,11.47606,6.083,3050.0,,,,,,,215.805264,-63.045983,10.0067,1710.22,FALSE POSITIVE
1094.01,136274063,APC,0.5971314,0.468,910.0,9.08382,1760.0,1596.43,7710.0,3.98,2.28,230.498827,-53.819601,9.9806,426.003,CANDIDATE
1095.01,375223080,PC,1.4821386,2.1867078,2102.6568299,13.7339261,2962.2418039,18197.1354531,7066.0,3.78,2.6647301,133.968965,-75.926187,10.4291,582.521,CANDIDATE
1096.01,375225453,FP,0.9209526,1.8602735,360.8801529,5.7349089,3430.7622437,32740.3629399,6553.0,3.65,2.8908899,133.826684,-73.173308,10.11,490.288,FALSE POSITIVE
1097.01,360630575,CP,9.188506,2.492,460.0,2.16591,786.0,63.4589,5876.0,4.48,0.98,189.775859,-74.57402,8.7215,79.5561,CONFIRMED
1097.02,360630575,CP,13.9028391,2.1264429,647.2701039,2.6136848,756.6987586,77.4841883,5876.0,4.48,0.983215,189.775859,-74.57402,8.7215,79.5561,CONFIRMED
1098.01,383390264,CP,10.1826983,2.8275109,667.4752458,3.0538057,957.1991659,198.394783,6153.0,4.34814,1.14582,192.589285,-88.121111,8.7581,105.096,CONFIRMED
1099.01,290348383,CP,6.441006,1.812,914.0,2.56374,853.0,87.8902,4867.0,4.438,0.8,328.718171,-77.338802,7.3661,23.606,CONFIRMED
1100.01,318608749,FP,20.0731588,3.8449215,1152.9645461,4.0506906,736.1368293,69.3993155,6033.0,4.37,1.14849,9.126138,-83.567067,10.5135,205.43,FALSE POSITIVE
1101.01,271581073,FP,2.66903,1.548,3110.0,9.36823,1268.0,429.86,5803.5,4.07,1.56,319.551469,-77.529113,10.5891,262.794,FALSE POSITIVE
1102.01,311890977,FP,6.63371,2.122,1555.34,2.75375,610.0,22.9987,4138.1,4.54,0.63,263.003209,-76.858265,10.5652,58.0624,FALSE POSITIVE
1103.01,351603103,PC,2.94308,4.073,4490.0,45.3525,1976.0,2533.34,4437.0,,3.13,310.086743,-63.789963,10.5598,320.212,CANDIDATE
1104.01,451599528,FP,341.2811281,6.303026,972.5797241,4.7531892,846.173434,121.1597998,6058.6,4.2,1.39203,279.721286,-85.709137,7.5622,70.0154,FALSE POSITIVE
1105.01,274151135,PC,10.8680523,2.375,1553.0,2.90726,594.0,20.7383,4664.0,4.55,0.76,146.053969,-89.471513,10.2809,79.5225,CANDIDATE
1106.01,384513078,PC,11.1149,2.26,900.0,14.7645,603.0,21.9713,5042.0,,4.94,253.110033,-79.135182,10.0717,523.425,CANDIDATE
1107.01,394561119,CP,4.0782392,4.8475616,6046.6959687,13.898174,1617.8267296,1619.0081232,6501.0,4.08,1.74836,155.607863,-82.218869,10.0068,281.314,CONFIRMED
1108.01,295599256,FP,7.14386,1.467,11146.4,22.1531,,,7860.0,4.15,1.91,274.221618,-68.197779,9.941,417.08,FALSE POSITIVE
1109.01,50309953,FP,7.04083,2.979,1580.0,8.46404,1505.0,852.336,5317.0,4.49,0.91,30.198486,-77.610376,9.7906,102.238,FALSE POSITIVE
1110.01,446549905,FP,2.4545635,2.321,4248.0,11.1276,1899.0,2162.73,6610.0,4.15,1.64,286.791829,-58.697242,9.6789,243.838,FALSE POSITIVE
1111.01,412014494,FP,11.4756978,0.808,8341.0,14.1098,512.0,11.4585,7262.0,4.0,2.13,291.373783,-60.941042,9.3871,312.461,FALSE POSITIVE
1112.01,369864738,FP,2.78186,2.456,490.0,4.92567,1680.0,1323.21,6819.0,3.92,2.21,163.628917,-87.269735,9.5162,292.085,FALSE POSITIVE
1113.01,290348382,FP,6.4410082,1.798,7076.0,4.59203,471.0,8.2114,3469.0,4.71,0.53,328.710839,-77.337433,9.66865,23.8853,FALSE POSITIVE
1114.01,409934330,APC,2.4887726,2.632,4852.0,,1344.9531805,773.3029498,8048.0,4.438,,302.147728,-71.552443,8.1129,174.475,CANDIDATE
1115.01,379286801,APC,4.45199,2.109,8483.38,15.8858,1571.0,1013.74,6708.3,4.2,1.57,283.301843,-54.910806,10.526,359.215,CANDIDATE
1116.01,304100538,PC,5.0100708,2.0644756,409.4812214,2.3107394,971.6657708,210.6631712,5551.0,4.46214,0.906282,27.699972,-75.848774,9.5268,94.4178,CANDIDATE
1117.01,295541511,PC,2.2281625,2.015,630.0,2.56778,1434.0,702.927,5731.0,4.43,1.02,273.602061,-66.419974,10.4055,167.598,CANDIDATE
1118.01,90919952,FP,4.13812,3.911,5560.0,,1386.0,613.964,4898.4,,,277.432937,-44.625506,10.5084,,FALSE POSITIVE
1119.01,261369656,APC,10.95663,3.588,3830.0,23.9726,1389.0,619.065,6456.0,3.92,2.07,292.604815,-46.278074,10.5024,421.518,CANDIDATE
1120.01,143257766,FP,1.66226,3.321,6030.0,13.3343,2561.0,7149.89,7301.0,4.23,1.64,293.389272,-45.892667,10.4063,386.323,FALSE POSITIVE
1121.01,24094603,FP,4.07611,2.062,1454.18,,,,,,,269.648642,-46.065523,11.0605,338.644,FALSE POSITIVE
1122.01,304774444,FP,3.6245513,3.042,1299.0,4.3503,,919.571,6317.0,,1.38,281.369481,-52.262928,10.2934,249.826,FALSE POSITIVE
1123.01,469782185,APC,1.20928,1.886,11883.8,15.1764,,,5159.8,4.23,1.27,292.391505,-37.304009,10.2398,161.932,CANDIDATE
1124.01,128790976,APC,3.5187707,2.408,5634.0,14.0061,1863.0,2000.01,6690.0,4.24,1.49,300.212928,-43.982529,7.2235,75.7145,CANDIDATE
1125.01,80166433,PC,0.7724825,1.3744974,211.3168519,4.1624907,3996.2877922,60276.5000547,8271.0,3.95,2.5027299,298.287708,-46.369991,8.0465,237.593,CANDIDATE
1126.01,405862830,FP,1.6268695,3.231,1502.0,2.36498,1850.0,1946.23,5034.0,4.64,0.73,279.062469,-43.620606,10.3579,97.8115,FALSE POSITIVE
1127.01,269450900,FP,2.32439,4.453,2704.18,,4502.0,68217.5,8268.5,3.93,,292.195297,-36.00026,7.3163,177.741,FALSE POSITIVE
1128.01,425721385,FP,13.5499,1.795,1180.0,6.24633,660.0,31.6652,6209.0,4.09,1.63,289.761799,-43.074223,9.7298,222.529,FALSE POSITIVE
1129.01,91576611,FP,4.43651,3.365,1520.0,19.9664,2653.0,8233.41,7101.9,3.91,2.32,284.157959,-29.398357,8.7823,247.414,FALSE POSITIVE
1130.01,254113311,CP,8.34998,1.836,16680.0,11.1424,588.0,19.9348,4236.0,4.52,0.74,286.376004,-41.43764,10.1429,58.2609,CONFIRMED
1130.02,254113311,CP,4.0686405,1.8373729,2650.0950013,3.7548333,772.378302,84.108766,4236.0,4.52,0.741921,286.376004,-41.43764,10.1429,58.2609,CONFIRMED
1131.01,198213332,PC,0.5860366,0.8098934,410.5241553,4.906408,3263.6721812,26813.1057089,5579.0,3.67,2.39803,248.433545,61.718334,9.2872,222.74,CANDIDATE
1132.01,267489265,FP,1.5502952,2.938,411.0,3.34528,2839.0,10796.6,7851.0,4.17,1.86,298.781281,54.781445,9.2293,286.668,FALSE POSITIVE
1133.01,69997672,FP,1.80709,3.297,450.0,4.86242,2569.0,7233.01,6244.0,3.84,2.2,294.824079,31.958037,9.11458,233.369,FALSE POSITIVE
1134.01,122220263,FP,18.6922101,7.765,11126.0,18.1458,1141.0,282.175,6277.0,4.09,1.65,290.02096,36.637774,9.03609,170.732,FALSE POSITIVE
1135.01,154872375,CP,8.0277326,4.284,5705.0,9.06883,1106.0,248.619,5962.7,4.38,1.15,193.39637,85.129495,9.02855,114.048,CONFIRMED
1136.01,142276270,CP,12.5187279,5.38,2320.0,5.58857,1393.0,626.362,5729.0,4.47,0.98,192.184898,64.855276,8.9361,84.5362,CONFIRMED
1136.02,142276270,CP,6.2586065,3.201,813.0,2.51593,1087.0,232.392,5729.0,4.47,0.98,192.184898,64.855276,8.9361,84.5362,CONFIRMED
1136.03,142276270,CP,26.3208756,4.414,800.0,2.71349,631.0,26.4328,5729.0,4.47,0.98,192.184898,64.855276,8.9361,84.5362,CONFIRMED
1136.04,142276270,CP,18.795547,4.3425576,470.6731965,2.1597669,672.9826313,48.477077,5729.0,4.47,0.977727,192.184898,64.855276,8.9361,84.5362,CONFIRMED
1137.01,89389197,PC,1.3206356,1.6000996,1052.4255997,34.7561624,1982.7142102,3652.2582486,4919.6,,6.3070302,301.17768,30.409951,9.00558,419.435,CANDIDATE
1138.01,110428269,FP,0.64971,2.076,620.0,6.23181,4731.0,83182.0,9994.0,4.02,2.59,291.463084,25.189437,8.90601,395.12,FALSE POSITIVE
1139.01,202563254,PC,4.4780798,4.513,1054.0,11.3678,3715.0,31621.7,7947.0,4.2,1.83,304.034336,31.925687,8.86193,238.726,CANDIDATE
1140.01,320525204,FP,13.7431084,2.285,5688.0,12.05,844.0,84.3234,5941.5,,1.34,264.961539,56.078974,8.88797,121.182,FALSE POSITIVE
1141.01,159510109,FP,16.9487087,4.2887767,156467.5479643,45.2204505,758.5937679,78.263287,5894.7,4.37,1.1179,247.534722,80.307766,8.8523,97.3391,FALSE POSITIVE
1142.01,284450803,FP,3.3686634,3.012,3288.0,42.2321,2775.0,9856.24,7518.0,3.82,2.68,290.708965,56.615386,8.64028,299.294,FALSE POSITIVE
1143.01,160268701,FP,11.2071839,4.366,3276.0,17.4989,1487.0,813.063,6152.0,3.84,2.24,182.538652,77.352264,8.63287,191.984,FALSE POSITIVE
1145.01,350995812,FP,2.97164,1.534,7350.0,,2076.0,3089.18,8562.5,,,291.92142,36.529898,8.5011,438.395,FALSE POSITIVE
1146.01,21755546,FP,0.660179,1.6349369,473.0939303,6.1672487,5717.1532477,252487.7638842,8598.7,4.1,2.62432,292.286802,30.297329,8.40386,411.307,FALSE POSITIVE
1147.01,288391628,FP,10.9278415,2.468,2743.0,49.1695,1129.0,270.142,6259.0,3.59,2.92,266.962207,83.428826,8.36544,218.258,FALSE POSITIVE
1149.01,117789567,APC,2.3202418,2.3817612,5082.9417064,,3115.3801229,22262.0513573,8737.5,,,300.774016,26.892025,7.9172,632.553,CANDIDATE
1152.01,237184773,FA,6.5011911,5.5463587,4501.3454064,,976.5873888,214.9638584,5485.0,,,283.489697,37.380825,8.0348,105.334,FALSE POSITIVE
1153.01,154840461,APC,6.0360758,1.255,987.0,9.86763,1293.0,464.097,6528.3,4.21,1.69,182.691562,85.705076,8.40534,147.134,CANDIDATE
1154.01,459970307,PC,21.745537,4.196,659.0,2.10208,642.0,28.2504,5704.0,4.51,0.93,254.924043,64.699214,9.3188,93.8819,CANDIDATE
1155.01,161450762,FP,1.32003,3.175,552.468,,,,,,,309.275852,32.471019,9.711,,FALSE POSITIVE
1156.01,117256577,FP,1.6865822,2.429,1770.0,,,,,,,300.419309,26.971662,9.7032,6079.49,FALSE POSITIVE
1157.01,147576037,FP,13.0727479,3.044,4080.0,35.7944,1074.0,221.343,5709.8,3.37,3.59,144.341393,68.458705,9.6043,432.113,FALSE POSITIVE
1158.01,379931600,FP,2.9258727,4.075,6720.0,24.4055,2066.0,3028.51,4884.5,,1.3,293.427359,29.596296,9.5967,,FALSE POSITIVE
1159.01,48188920,FP,0.73774,0.636,524.852,5.28215,,,6449.5,3.94,2.1,282.42081,48.098942,9.5937,292.83,FALSE POSITIVE
1160.01,89510024,FP,2.3664127,2.591,300.0,,,,,,,301.317709,30.67067,9.577,2320.13,FALSE POSITIVE
1162.01,13419950,PC,7.3166682,3.255,3210.0,,1647.0,1221.82,8730.0,,,305.289344,41.462366,9.65306,348.481,CANDIDATE
1163.01,375542276,PC,3.0771612,2.6914319,4703.2844346,,1827.6445751,2636.8654415,9311.3,,,294.091757,19.639255,9.47751,148.342,CANDIDATE
1164.01,16102323,FP,3.2077145,2.708,9640.0,,,,,,,307.336613,37.508561,9.329701,827.868,FALSE POSITIVE
1166.01,138361973,FP,1.8824539,2.46,1391.0,8.29008,3091.0,15173.2,5900.4,4.39,1.13,293.764981,37.53859,9.7604,153.743,FALSE POSITIVE
1167.01,232967666,FP,15.196,1.792,1970.0,4.96345,,,5807.0,,1.14,198.152378,71.618139,10.3874,209.618,FALSE POSITIVE
1168.01,41330864,FP,2.1358631,1.559,10325.0,23.6019,1745.0,1540.95,5969.0,4.17,1.5,301.710466,38.431023,10.381,274.162,FALSE POSITIVE
1169.01,302518439,PC,6.7075429,2.125,11920.0,17.4647,1079.0,225.822,6134.3,,1.24,134.120039,72.533276,10.6405,259.0,CANDIDATE
1170.01,294176967,FP,1.8296155,2.166,1406.0,29.3616,3751.0,32867.0,7875.0,3.61,3.5,300.805115,52.040842,10.349,880.107,FALSE POSITIVE
1171.01,101929303,FP,11.1876137,3.183,4924.0,31.8624,1499.0,838.609,7266.0,4.06,2.05,299.273862,35.988359,10.3075,482.763,FALSE POSITIVE
1172.01,1717732429,FP,7.8513949,6.835,22029.0,,,,,,,282.474539,55.26639,10.3018,875.061,FALSE POSITIVE
1173.01,232967440,CP,7.0643978,2.424,8268.0,9.39131,890.0,104.311,5429.6,4.44,0.96,197.683097,70.768012,10.2938,132.353,CONFIRMED
